Calibration notes.

With 0 ohms (shorted on breadboard)

997.07, 68066.67, 996.58, 320728.57, 987.30, 785469.23, 900.02, 901144.44
997.31, 74272.73, 997.19, 390691.30, 987.92, 825649.49, 898.93, 890261.35
997.31, 74272.73, 996.34, 299273.33, 988.28, 851766.67, 898.68, 887874.94

open circuit

997.68, 86031.58, 997.56, 449460.00, 997.44, 3929861.90, 979.86, 4869713.33
996.70, 60481.48, 997.19, 390691.30, 996.83, 3172176.92, 978.03, 4455562.22
998.05, 102200.00, 998.29, 642557.14, 998.17, 5505846.67, 978.64, 4585724.00
997.44, 77819.05, 998.29, 642557.14, 997.07, 3437366.67, 978.15, 4481012.85
997.56, 81720.00, 997.44, 428004.76, 996.95, 3299468.00, 978.76, 4612654.02
996.70, 60481.48, 997.44, 428004.76, 997.44, 3929861.90, 978.76, 4612654.02
997.68, 86031.58, 997.31, 408500.00, 996.70, 3054314.81, 979.00, 4667453.49
997.56, 81720.00, 996.95, 359348.00, 997.56, 4126860.00, 977.05, 4261704.26
997.31, 74272.73, 996.70, 332648.15, 997.44, 3929861.90, 978.76, 4612654.02
997.92, 96176.47, 997.56, 449460.00, 997.68, 4344594.74, 978.76, 4612654.02
996.95, 65336.00, 996.70, 332648.15, 996.70, 3054314.81, 978.27, 4506749.44
997.80, 90822.22, 997.80, 499522.22, 997.44, 3929861.90, 978.39, 4532776.84
996.70, 60481.48, 997.31, 408500.00, 996.70, 3054314.81, 978.88, 4639895.38
